,GarageType = Attchd,GarageType = Detchd,GarageType = BuiltIn,GarageType = CarPort,GarageType = Basment,GarageType = 2Types,GarageType = No_Garage,GarageFinish = RFn,GarageFinish = Unf,GarageFinish = Fin,GarageFinish = No_Garage,BsmtQual = Gd,BsmtQual = TA,BsmtQual = Ex,BsmtQual = Fa,BsmtQual = No Basement,BsmtFinType1 = GLQ,BsmtFinType1 = ALQ,BsmtFinType1 = Unf,BsmtFinType1 = Rec,BsmtFinType1 = BLQ,BsmtFinType1 = LwQ,BsmtFinType1 = No Basement,ExterQual = Gd,ExterQual = TA,ExterQual = Ex,ExterQual = Fa,KitchenQual = Gd,KitchenQual = TA,KitchenQual = Ex,KitchenQual = Fa,Foundation = PConc,Foundation = CBlock,Foundation = BrkTil,Foundation = Wood,Foundation = Slab,Foundation = Stone,HeatingQC = Ex,HeatingQC = Gd,HeatingQC = TA,HeatingQC = Fa,HeatingQC = Po,MasVnrType = BrkFace,MasVnrType = None,MasVnrType = Stone,MasVnrType = BrkCmn,Id,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,Hood_X,Hood_Y,NhMedGrThan,Neighborhood,SalePrice
209,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,209,6,1092,2,504,1092,1092,1,6,1964,42.0150957,-93.69798309999999,100000,NAmes,145000
210,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,210,5,864,0,0,864,864,1,5,1925,42.015945,-93.6856328,100000,Edwards,98000
211,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,211,6,1212,2,460,1212,1212,2,6,2009,42.015945,-93.6856328,100000,Edwards,186000
212,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,212,7,1852,2,644,900,932,2,7,2009,42.0513008,-93.6441328,200000,Somerst,252678
213,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,213,5,990,2,576,990,990,1,5,1995,42.015434,-93.6685882,150000,CollgCr,156000
214,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,214,6,1392,1,299,689,689,1,6,1977,42.015434,-93.6685882,150000,CollgCr,161750
215,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,215,5,1236,1,447,1070,1236,1,6,1957,42.0150957,-93.69798309999999,100000,NAmes,134450
216,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,216,7,1436,2,484,1436,1436,2,8,2004,42.015434,-93.6685882,150000,CollgCr,210000
217,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,217,4,1328,1,210,686,810,1,8,1925,42.0290131428571,-93.61418499999999,100000,OldTown,107000
218,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,218,7,1954,2,431,798,1137,1,8,1939,42.0188970439511,-93.64860285282259,200000,Crawfor,311500
219,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,219,7,1248,2,438,1248,1248,2,5,2005,42.0599052,-93.63898309999999,150000,Blmngtn,167240
220,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,220,7,1498,2,675,1498,1498,2,5,2006,42.015434,-93.6685882,150000,CollgCr,204900
221,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,221,6,2267,2,390,1010,1010,2,8,2002,42.074257700000004,-93.6544632306114,150000,Gilbert,200000
222,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,222,6,1552,2,434,713,811,2,6,1975,42.0150957,-93.69798309999999,150000,NWAmes,179900
223,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,223,4,864,2,576,864,864,1,4,1971,42.0150957,-93.69798309999999,100000,NAmes,97000
224,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,224,10,2392,3,968,2392,2392,2,8,2003,42.0602355,-93.64982195100859,300000,NridgHt,386250
225,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,225,5,1302,1,280,630,630,2,6,1971,42.051736,-93.628117,100000,BrDale,112000
226,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,226,7,2520,3,721,1203,1214,2,9,1995,42.0602355,-93.64982195100859,300000,NoRidge,290000
227,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,227,6,987,1,280,483,483,1,5,1970,42.051736,-93.628117,100000,BrDale,106000
228,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,228,5,912,1,336,912,912,1,5,1967,42.025818900000004,-93.6685531,100000,Sawyer,125000
229,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,229,7,1555,2,430,1373,1555,2,7,2005,42.0599052,-93.63898309999999,150000,Blmngtn,192500
230,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,230,6,1194,1,312,1194,1194,1,6,1959,42.0150957,-93.69798309999999,100000,NAmes,148000
231,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,231,8,2794,3,810,1462,1490,2,9,1995,42.0602355,-93.64982195100859,300000,NoRidge,403000
232,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,232,6,987,1,288,483,483,1,5,1972,42.051736,-93.628117,100000,BrDale,94500
233,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,233,5,894,1,308,894,894,1,5,1976,42.015434,-93.6685882,150000,CollgCr,128200
234,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,234,6,1960,2,440,860,860,2,8,2002,42.074257700000004,-93.6544632306114,150000,Gilbert,216500
235,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,235,6,987,1,264,483,483,1,5,1971,42.051736,-93.628117,100000,BrDale,89500
236,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,236,7,1414,2,494,1414,1414,2,6,2004,42.015434,-93.6685882,150000,CollgCr,185500
237,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,237,7,1744,2,457,996,1014,2,7,1993,42.025818900000004,-93.6685531,150000,SawyerW,194500
238,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,238,8,1694,3,818,1694,1694,2,7,2007,42.0602355,-93.64982195100859,300000,NridgHt,318000
239,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,239,6,1487,1,220,735,798,1,7,1945,42.015945,-93.6856328,100000,Edwards,113000
240,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,240,8,1566,2,750,1566,1566,2,7,2008,42.0513008,-93.6441328,200000,Somerst,262500
241,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,241,5,866,0,0,686,866,1,4,1945,42.0290131428571,-93.61418499999999,100000,OldTown,110500
242,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,242,5,1440,1,352,540,889,1,6,1900,42.0290131428571,-93.61418499999999,100000,OldTown,79000
243,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,243,6,1217,1,288,626,626,1,6,1980,42.025818900000004,-93.6685531,150000,SawyerW,120000
244,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,244,7,2110,2,463,948,1222,2,8,1994,42.025818900000004,-93.6685531,150000,SawyerW,205000
245,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,245,7,1872,2,604,1845,1872,2,6,1988,42.0150957,-93.69798309999999,150000,NWAmes,241500
246,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,246,6,1928,1,440,1020,908,2,9,1910,42.0290131428571,-93.61418499999999,100000,OldTown,137000
247,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,247,6,1375,2,451,1367,1375,1,5,1954,42.0150957,-93.69798309999999,100000,NAmes,140000
248,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,248,7,1668,2,500,840,840,2,8,2003,42.015434,-93.6685882,150000,CollgCr,180000
249,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,249,6,2144,2,389,1444,1444,2,7,1958,42.029666999999996,-93.6596334,200000,ClearCr,277000
250,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,250,3,1306,0,0,728,1306,1,6,1940,42.026770299999995,-93.6170554,100000,BrkSide,76500
251,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,251,8,1625,2,538,1573,1625,2,5,2006,42.0188970439511,-93.64860285282259,200000,Crawfor,235000
252,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,252,6,1640,2,520,798,798,2,6,2004,42.025818900000004,-93.6685531,150000,SawyerW,173000
253,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,253,6,1302,1,309,1302,1302,2,7,1964,42.0150957,-93.69798309999999,100000,NAmes,158000
254,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,254,5,1314,1,294,1314,1314,1,5,1957,42.0150957,-93.69798309999999,100000,NAmes,145000
255,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,255,7,2291,2,429,975,1005,2,8,1999,42.074257700000004,-93.6544632306114,150000,Gilbert,230000
256,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,256,6,1728,2,673,864,864,2,7,2003,42.0513008,-93.6441328,200000,Somerst,207500
257,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,257,7,1604,2,660,1604,1604,2,8,2006,42.015434,-93.6685882,150000,CollgCr,220000
259,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,259,5,882,1,308,0,882,1,4,1956,42.0290131428571,-93.61418499999999,100000,OldTown,97000
260,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,260,6,1382,2,884,1362,1382,1,6,1962,42.0150957,-93.69798309999999,100000,NAmes,176000
261,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,261,8,2574,3,868,1482,1482,2,10,2007,42.015434,-93.6685882,150000,CollgCr,276000
262,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,262,6,1212,2,492,506,1212,1,6,1977,42.025818900000004,-93.6685531,100000,Sawyer,151000
263,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,263,5,1316,2,484,926,926,1,6,1929,42.0290131428571,-93.61418499999999,100000,OldTown,130000
264,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,264,5,764,2,504,680,764,1,4,1925,42.0290131428571,-93.61418499999999,100000,OldTown,73000
265,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,265,6,1422,2,576,1422,1422,2,7,1981,42.0150957,-93.69798309999999,150000,NWAmes,175500
266,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,266,6,1511,2,413,802,802,2,8,1997,42.074257700000004,-93.6544632306114,150000,Gilbert,185000
268,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,268,5,778,1,924,740,778,1,4,1940,42.022697408389,-93.6019325630406,100000,IDOTRR,120500
269,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,269,6,1113,1,504,1143,1113,1,6,1976,42.015945,-93.6856328,100000,Edwards,148000
270,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,270,8,1939,3,1053,1095,1095,2,8,2006,42.0513008,-93.6441328,200000,Somerst,266000
271,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,271,7,1363,2,439,1385,1363,1,5,1954,42.029666999999996,-93.6596334,200000,ClearCr,241500
272,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,272,8,2270,3,671,1152,1164,2,9,1999,42.0602355,-93.64982195100859,300000,NoRidge,290000
273,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,273,6,1632,1,338,1240,1632,2,6,1958,42.0150957,-93.69798309999999,100000,NAmes,139000
274,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,274,5,816,1,264,816,816,1,5,1982,41.991126348388704,-93.60001159660851,150000,Mitchel,124500
275,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,275,7,1548,2,672,952,952,2,5,1925,42.026770299999995,-93.6170554,100000,BrkSide,205000
276,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,276,7,1560,2,573,1560,1560,2,7,2003,41.991126348388704,-93.60001159660851,150000,Mitchel,201000
277,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,277,4,864,2,400,864,864,1,4,1951,42.074257700000004,-93.6544632306114,150000,Gilbert,141000
278,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,278,9,2121,3,732,2121,2121,2,8,2006,42.0602355,-93.64982195100859,300000,NridgHt,415298
279,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,279,7,2022,2,505,1160,1156,2,8,1977,42.029666999999996,-93.6596334,200000,ClearCr,192000
280,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,280,7,1982,2,575,807,1175,2,7,1989,42.025818900000004,-93.6685531,150000,SawyerW,228500
281,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,281,6,1262,2,572,1262,1262,2,5,2006,42.0513008,-93.6441328,200000,Somerst,185000
282,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,282,7,1314,2,626,1314,1314,2,6,2007,42.0602355,-93.64982195100859,300000,NridgHt,207500
283,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,283,8,1468,3,898,1468,1468,2,6,2008,42.0513008,-93.6441328,200000,Somerst,244600
284,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,284,6,1575,2,529,1575,1575,2,5,1992,42.025818900000004,-93.6685531,150000,SawyerW,179200
285,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,285,7,1250,2,528,625,625,2,5,2006,42.0513008,-93.6441328,200000,Somerst,164700
286,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,286,6,1734,2,440,912,1085,1,7,1962,42.0150957,-93.69798309999999,100000,NAmes,159000
287,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,287,4,858,0,0,858,858,1,5,1971,42.0150957,-93.69798309999999,100000,NAmes,88000
289,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,289,6,1396,1,384,698,698,1,7,1915,42.026770299999995,-93.6170554,100000,BrkSide,153575
290,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,290,8,1919,2,685,1079,1079,2,8,2006,42.015434,-93.6685882,150000,CollgCr,233230
291,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,291,5,1716,0,0,780,936,2,9,1912,42.0209321,-93.656672,100000,SWISU,135900
292,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,292,5,1716,1,281,768,1148,1,8,1949,42.015945,-93.6856328,100000,Edwards,131000
293,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,293,7,2263,2,539,795,1468,2,9,1977,42.0150957,-93.69798309999999,150000,NWAmes,235000
294,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,294,6,1644,2,418,1416,1644,1,7,1953,42.0150957,-93.69798309999999,100000,NAmes,167000
295,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,295,6,1003,2,588,1003,1003,1,6,1984,41.991126348388704,-93.60001159660851,150000,Mitchel,142500
296,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,296,5,1558,1,282,910,910,1,6,1950,42.022697408389,-93.6019325630406,100000,IDOTRR,152000
297,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,297,7,1950,2,576,975,975,2,7,1997,42.0513008,-93.6441328,200000,Somerst,239000
298,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,298,6,1743,2,539,702,1041,1,7,1968,42.0150957,-93.69798309999999,150000,NWAmes,175000
299,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,299,6,1152,1,300,1092,1152,1,6,1950,42.0188970439511,-93.64860285282259,200000,Crawfor,158500
300,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,300,5,1336,1,375,1165,1336,1,5,1953,42.0188970439511,-93.64860285282259,200000,Crawfor,157000
301,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,301,8,2452,2,683,1028,1210,2,9,1998,42.015434,-93.6685882,150000,CollgCr,267000
302,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,302,7,1541,3,843,1541,1541,2,6,2001,42.015434,-93.6685882,150000,CollgCr,205000
303,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,303,5,894,2,552,894,894,1,5,1972,42.015434,-93.6685882,150000,CollgCr,149900
304,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,304,7,3493,3,870,1470,1675,3,10,1880,42.0290131428571,-93.61418499999999,100000,OldTown,295000
