"GarageType = Attchd","GarageType = Detchd","GarageType = BuiltIn","GarageType = CarPort","GarageType = Basment","GarageType = 2Types","GarageType = No_Garage","GarageFinish = RFn","GarageFinish = Unf","GarageFinish = Fin","GarageFinish = No_Garage","BsmtQual = Gd","BsmtQual = TA","BsmtQual = Ex","BsmtQual = Fa","BsmtQual = No Basement","BsmtFinType1 = GLQ","BsmtFinType1 = ALQ","BsmtFinType1 = Unf","BsmtFinType1 = Rec","BsmtFinType1 = BLQ","BsmtFinType1 = LwQ","BsmtFinType1 = No Basement","ExterQual = Gd","ExterQual = TA","ExterQual = Ex","ExterQual = Fa","KitchenQual = Gd","KitchenQual = TA","KitchenQual = Ex","KitchenQual = Fa","Foundation = PConc","Foundation = CBlock","Foundation = BrkTil","Foundation = Wood","Foundation = Slab","Foundation = Stone","HeatingQC = Ex","HeatingQC = Gd","HeatingQC = TA","HeatingQC = Fa","HeatingQC = Po","MasVnrType = BrkFace","MasVnrType = None","MasVnrType = Stone","MasVnrType = BrkCmn","Id","OverallQual","GrLivArea","GarageCars","GarageArea","TotalBsmtSF","1stFlrSF","FullBath","TotRmsAbvGrd","YearBuilt","Hood_X","Hood_Y","NhMedGrThan","Neighborhood","SalePrice"
"false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false",383,6,784,2,360,784,784,1,5,1928,42.0258189,-93.6685531,150000,"SawyerW",76000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",384,6,1953,2,501,1580,1079,2,9,1992,42.029667,-93.6596334,200000,"ClearCr",240000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",385,8,1269,2,430,1256,1269,2,6,2004,42.0599052,-93.6389831,150000,"Blmngtn",192000
"false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false",386,5,1184,0,0,658,658,1,8,1910,42.015945,-93.6856328,100000,"Edwards",81000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false",387,6,1125,1,352,1041,1125,1,6,1976,42.015945,-93.6856328,100000,"Edwards",125000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",388,7,1479,2,577,1468,1479,2,6,1999,42.015434,-93.6685882,150000,"CollgCr",191000
"false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",389,10,2332,3,846,1682,1742,2,9,2007,42.0602355,-93.6498219510086,300000,"NridgHt",426000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false",390,5,1367,1,384,861,961,1,7,1900,42.015945,-93.6856328,100000,"Edwards",119000
"false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",391,6,1961,2,560,804,804,2,7,2001,41.9911263483887,-93.6000115966085,150000,"Mitchel",215000
"true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false",392,5,882,1,294,0,882,1,5,1959,42.0150957,-93.6979831,100000,"NAmes",106500
"false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",393,4,788,0,0,788,788,1,4,1941,42.0267703,-93.6170554,100000,"BrkSide",100000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",394,5,1034,1,240,735,735,1,5,1940,42.0290131428571,-93.614185,100000,"OldTown",109000
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",395,5,1144,1,596,1144,1144,1,6,1956,42.015945,-93.6856328,100000,"Edwards",129000
"false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",396,5,894,2,600,894,894,1,6,1972,42.015434,-93.6685882,150000,"CollgCr",123000
"true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",397,5,1812,1,264,864,876,2,8,1962,42.0150957,-93.6979831,100000,"NAmes",169500
"false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false",398,5,1077,1,338,961,1077,1,6,1920,42.022697408389,-93.6019325630406,100000,"IDOTRR",67000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",399,7,1550,2,438,1092,1112,2,7,2006,42.0513008,-93.6441328,200000,"Somerst",241000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",400,8,1288,2,500,1260,1288,1,4,1996,42.0379557,-93.6507657718236,200000,"Veenker",245500
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",401,7,1310,2,400,1310,1310,2,6,2005,42.015434,-93.6685882,150000,"CollgCr",164990
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",402,5,672,1,240,672,672,1,4,1940,42.0258189,-93.6685531,100000,"Sawyer",108000
"false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false",403,8,2263,2,420,1141,1165,2,10,1998,42.0602355,-93.6498219510086,300000,"NoRidge",258000
"false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false",404,6,1572,2,373,806,806,2,7,1995,42.0742577,-93.6544632306114,150000,"Gilbert",168000
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",405,4,1620,2,490,1281,1620,2,8,1976,42.0258189,-93.6685531,100000,"Sawyer",150000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false",406,6,1639,1,240,1064,1166,1,6,1936,42.0209321,-93.656672,100000,"SWISU",115000
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false",407,6,1680,1,308,840,840,2,8,1915,42.0188970439511,-93.6486028528226,200000,"Crawfor",177000
"true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",408,7,2172,3,947,1063,1071,2,9,2006,42.0602355,-93.6498219510086,300000,"NridgHt",280000
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",409,8,2078,3,836,1034,1050,2,8,2007,42.0513008,-93.6441328,200000,"Somerst",339750
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",410,5,1276,1,350,1276,1276,1,5,1958,42.015945,-93.6856328,100000,"Edwards",60000
"true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",411,5,1056,2,572,1056,1056,1,5,1955,42.0742577,-93.6544632306114,150000,"Gilbert",145000
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",412,7,1478,2,484,1470,1478,2,7,2009,42.0513008,-93.6441328,200000,"Somerst",222000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",413,5,1028,2,360,1008,1028,1,5,1927,42.0290131428571,-93.614185,100000,"OldTown",115000
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",414,7,2097,3,678,1080,1080,2,9,1993,42.0258189,-93.6685531,150000,"SawyerW",228000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",415,7,1340,2,396,1340,1340,2,6,2007,42.0742577,-93.6544632306114,150000,"Gilbert",181134
"true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",416,6,1400,2,440,672,672,1,6,1978,42.0258189,-93.6685531,100000,"Sawyer",149500
"false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false",417,6,2624,3,864,1370,1370,2,10,1918,42.0188970439511,-93.6486028528226,200000,"Crawfor",239000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false",418,5,1134,1,240,756,756,1,7,1940,42.015945,-93.6856328,100000,"Edwards",126000
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",419,5,1056,1,304,1056,1056,1,6,1968,42.0150957,-93.6979831,100000,"NAmes",142000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",420,7,1344,4,784,1344,1344,2,8,1997,41.9911263483887,-93.6000115966085,150000,"Mitchel",206300
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false",421,6,1602,2,529,1602,1602,2,8,1977,42.0150957,-93.6979831,150000,"NWAmes",215000
"true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",422,5,988,2,520,988,988,1,4,1954,41.9911263483887,-93.6000115966085,150000,"Mitchel",113000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false",423,8,2630,3,696,1470,1470,2,8,1998,42.0602355,-93.6498219510086,300000,"NoRidge",315000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false",424,6,1196,1,297,1196,1196,1,6,1956,42.0150957,-93.6979831,100000,"NAmes",139000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",425,7,1389,1,240,651,707,1,6,1946,42.0290131428571,-93.614185,100000,"OldTown",135000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false",426,7,1644,2,569,1518,1644,2,5,1989,42.0258189,-93.6685531,150000,"SawyerW",275000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",427,4,907,1,352,907,907,1,5,1957,42.0150957,-93.6979831,100000,"NAmes",109008
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",428,7,1208,2,628,1208,1208,2,6,2007,42.015434,-93.6685882,150000,"CollgCr",195400
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",429,6,1412,2,576,1392,1412,2,6,1988,41.999613,-93.649627,200000,"Timber",175000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",430,6,987,1,264,483,483,1,4,1971,42.051736,-93.628117,100000,"BrDale",85400
"false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false",431,6,1198,0,0,901,1088,1,7,1920,42.0290131428571,-93.614185,100000,"OldTown",79900
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false",432,5,1365,2,440,765,765,1,6,1971,42.051736,-93.628117,100000,"BrDale",122500
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",433,6,1604,2,470,926,926,2,7,1997,42.0742577,-93.6544632306114,150000,"Gilbert",181000
"false","false","false","false","false","false","true","false","false","false","true","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",434,4,630,0,0,630,630,1,3,1972,42.0267703,-93.6170554,0,"MeadowV",81000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",435,7,1661,2,550,799,827,2,6,1996,42.015434,-93.6685882,150000,"CollgCr",212000
"false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false",436,6,1118,2,440,648,734,1,6,1920,42.0290131428571,-93.614185,100000,"OldTown",116000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false",437,6,904,1,180,884,904,1,4,1926,42.0267703,-93.6170554,100000,"BrkSide",119000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false",438,5,694,1,352,440,694,1,4,1913,42.0188970439511,-93.6486028528226,200000,"Crawfor",90350
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false",439,6,1196,2,528,684,684,1,7,1920,42.015945,-93.6856328,100000,"Edwards",110000
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",440,10,2402,3,672,3094,2402,2,10,2008,42.0602355,-93.6498219510086,300000,"NridgHt",555000
"false","false","false","false","false","false","true","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",441,4,1440,0,0,1440,1440,2,8,1955,42.015945,-93.6856328,100000,"Edwards",118000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false",442,5,1573,2,360,1078,1128,2,8,1930,42.0267703,-93.6170554,100000,"BrkSide",162900
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",443,7,1258,3,648,1258,1258,2,6,2006,42.0599052,-93.6389831,150000,"Blmngtn",172500
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",444,7,1908,2,493,915,933,2,8,1994,42.015434,-93.6685882,150000,"CollgCr",210000
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false",445,6,1689,2,480,1436,1689,1,7,1956,42.015945,-93.6856328,100000,"Edwards",127500
"true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",446,6,1888,2,578,1517,1888,2,6,1966,42.0150957,-93.6979831,100000,"NAmes",190000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false",447,7,1886,2,431,930,956,2,10,1998,42.0742577,-93.6544632306114,150000,"Gilbert",199900
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false",448,6,1376,1,198,780,780,2,7,1937,42.022697408389,-93.6019325630406,100000,"IDOTRR",119500
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",449,3,1183,1,308,649,679,1,6,1948,42.0290131428571,-93.614185,100000,"OldTown",120000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false",450,6,813,1,270,813,813,1,5,1930,42.0290131428571,-93.614185,100000,"OldTown",110000
"true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",451,7,1533,2,576,1533,1533,2,5,1975,42.029667,-93.6596334,200000,"ClearCr",280000
"true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",452,6,1756,2,422,872,888,2,7,1996,41.999613,-93.649627,200000,"Timber",204000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",453,8,1590,2,676,768,786,2,6,2008,42.0513008,-93.6441328,200000,"Somerst",210000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",454,5,1728,2,560,1728,1728,2,8,1976,41.9911263483887,-93.6000115966085,150000,"Mitchel",188000
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","true","false","false","false",455,7,1242,2,528,1242,1242,1,6,1973,42.0150957,-93.6979831,150000,"NWAmes",175500
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false",456,5,1344,3,513,624,624,1,7,1916,42.0290131428571,-93.614185,100000,"OldTown",98000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false",457,4,1663,2,529,1364,1663,1,6,1954,42.029667,-93.6596334,200000,"ClearCr",256000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false",458,8,1666,1,228,588,833,1,7,1925,42.0290131428571,-93.614185,100000,"OldTown",161000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true",459,5,1203,1,352,709,979,1,5,1950,42.0267703,-93.6170554,100000,"BrkSide",110000
"false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",460,8,1935,2,552,832,832,2,8,2009,42.0513008,-93.6441328,200000,"Somerst",263435
"false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",461,7,1135,2,576,560,575,1,6,1936,42.0209321,-93.656672,100000,"SWISU",155000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false",462,5,864,1,360,864,864,1,5,1965,42.0258189,-93.6685531,100000,"Sawyer",62383
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false",463,6,1660,1,240,715,849,1,6,1934,42.0188970439511,-93.6486028528226,200000,"Crawfor",188700
"false","false","false","false","false","false","true","false","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false",464,5,1040,0,0,1040,1040,2,5,1978,42.015434,-93.6685882,150000,"CollgCr",124000
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",465,7,1414,2,398,1375,1414,2,6,2004,42.0599052,-93.6389831,150000,"Blmngtn",178740
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",466,7,1277,2,526,1277,1277,1,5,1970,42.0150957,-93.6979831,100000,"NAmes",167000
"true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false",467,5,1644,1,312,728,888,1,7,1942,42.0150957,-93.6979831,100000,"NAmes",146500
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","true","false",468,8,1634,3,866,1626,1634,2,7,2006,42.0602355,-93.6498219510086,300000,"NridgHt",250000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",469,6,1710,2,506,832,832,2,7,1993,42.0258189,-93.6685531,150000,"SawyerW",187000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false",470,8,1502,2,528,1488,1502,1,4,1985,42.0590794,-93.6345917,250000,"StoneBr",212000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",471,7,1969,2,534,808,1161,2,8,1977,42.0150957,-93.6979831,150000,"NWAmes",190000
"false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",472,6,1072,2,525,547,1072,1,5,2005,42.015945,-93.6856328,100000,"Edwards",148000
"true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",473,8,1976,3,908,1976,1976,2,7,2006,42.0602355,-93.6498219510086,300000,"NridgHt",440000
"true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false",474,8,1652,2,499,1494,1652,2,6,2000,42.0590794,-93.6345917,250000,"StoneBr",251000
"false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false",475,5,970,2,624,970,970,1,5,1963,42.0258189,-93.6685531,100000,"Sawyer",132500
"true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false",476,6,1493,2,508,1478,1493,2,7,1997,42.015434,-93.6685882,150000,"CollgCr",208900
