,SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,Neighborhood,ExterQual,KitchenQual,BsmtQual,GarageFinish,Foundation,HeatingQC,GarageType,MasVnrType,BsmtFinType1
205,180500,7,1442,2,500,1424,1442,2,5,1990,Gilbert,TA,TA,Gd,RFn,PConc,Ex,Attchd,None,Unf
206,143900,5,1696,1,349,1140,1696,1,8,1962,Sawyer,TA,TA,TA,RFn,CBlock,TA,Attchd,None,Unf
207,141000,4,1100,1,312,1100,1100,1,6,1960,NAmes,TA,TA,TA,RFn,PConc,TA,Attchd,None,ALQ
208,277000,7,2062,2,454,1157,1180,2,7,1988,SawyerW,Gd,TA,Gd,Fin,CBlock,Ex,Attchd,BrkFace,GLQ
209,145000,6,1092,2,504,1092,1092,1,6,1964,NAmes,TA,TA,Gd,RFn,CBlock,Ex,Attchd,Stone,Rec
210,98000,5,864,0,0,864,864,1,5,1925,Edwards,TA,TA,TA,,CBlock,TA,,None,Rec
211,186000,6,1212,2,460,1212,1212,2,6,2009,Edwards,TA,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
212,252678,7,1852,2,644,900,932,2,7,2009,Somerst,TA,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
213,156000,5,990,2,576,990,990,1,5,1995,CollgCr,TA,TA,Gd,Unf,PConc,Ex,Attchd,None,ALQ
214,161750,6,1392,1,299,689,689,1,6,1977,CollgCr,TA,TA,Gd,Fin,CBlock,Ex,Attchd,BrkFace,GLQ
215,134450,5,1236,1,447,1070,1236,1,6,1957,NAmes,TA,Gd,TA,Unf,CBlock,TA,Attchd,BrkFace,BLQ
216,210000,7,1436,2,484,1436,1436,2,8,2004,CollgCr,Gd,Gd,Gd,Unf,PConc,Ex,Attchd,BrkFace,GLQ
217,107000,4,1328,1,210,686,810,1,8,1925,OldTown,TA,TA,TA,Unf,CBlock,Fa,Detchd,None,Unf
218,311500,7,1954,2,431,798,1137,1,8,1939,Crawfor,Gd,Gd,TA,Unf,CBlock,Ex,Attchd,BrkFace,BLQ
219,167240,7,1248,2,438,1248,1248,2,5,2005,Blmngtn,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
220,204900,7,1498,2,675,1498,1498,2,5,2006,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
221,200000,6,2267,2,390,1010,1010,2,8,2002,Gilbert,Gd,Gd,Gd,RFn,PConc,Ex,BuiltIn,None,Unf
222,179900,6,1552,2,434,713,811,2,6,1975,NWAmes,TA,TA,Gd,RFn,CBlock,TA,Attchd,None,ALQ
223,97000,4,864,2,576,864,864,1,4,1971,NAmes,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,ALQ
224,386250,10,2392,3,968,2392,2392,2,8,2003,NridgHt,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
225,112000,5,1302,1,280,630,630,2,6,1971,BrDale,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,Unf
226,290000,7,2520,3,721,1203,1214,2,9,1995,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
227,106000,6,987,1,280,483,483,1,5,1970,BrDale,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,Rec
228,125000,5,912,1,336,912,912,1,5,1967,Sawyer,TA,TA,TA,Unf,CBlock,TA,Detchd,None,ALQ
229,192500,7,1555,2,430,1373,1555,2,7,2005,Blmngtn,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
230,148000,6,1194,1,312,1194,1194,1,6,1959,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,BrkFace,Unf
231,403000,8,2794,3,810,1462,1490,2,9,1995,NoRidge,Gd,Ex,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
232,94500,6,987,1,288,483,483,1,5,1972,BrDale,TA,TA,TA,Unf,CBlock,TA,Attchd,BrkFace,Unf
233,128200,5,894,1,308,894,894,1,5,1976,CollgCr,TA,TA,TA,Unf,CBlock,TA,Attchd,None,LwQ
234,216500,6,1960,2,440,860,860,2,8,2002,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,BuiltIn,None,GLQ
235,89500,6,987,1,264,483,483,1,5,1971,BrDale,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,ALQ
236,185500,7,1414,2,494,1414,1414,2,6,2004,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
237,194500,7,1744,2,457,996,1014,2,7,1993,SawyerW,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,BLQ
238,318000,8,1694,3,818,1694,1694,2,7,2007,NridgHt,Ex,Gd,Ex,Fin,PConc,Ex,Attchd,BrkFace,Unf
239,113000,6,1487,1,220,735,798,1,7,1945,Edwards,TA,TA,TA,Unf,CBlock,TA,Detchd,None,LwQ
240,262500,8,1566,2,750,1566,1566,2,7,2008,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,GLQ
241,110500,5,866,0,0,686,866,1,4,1945,OldTown,TA,Gd,TA,,CBlock,Gd,,None,ALQ
242,79000,5,1440,1,352,540,889,1,6,1900,OldTown,TA,TA,TA,Unf,BrkTil,Gd,Attchd,None,Unf
243,120000,6,1217,1,288,626,626,1,6,1980,SawyerW,TA,TA,Gd,RFn,CBlock,TA,Attchd,None,Unf
244,205000,7,2110,2,463,948,1222,2,8,1994,SawyerW,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,GLQ
245,241500,7,1872,2,604,1845,1872,2,6,1988,NWAmes,TA,TA,Gd,Fin,CBlock,Gd,Attchd,BrkFace,GLQ
246,137000,6,1928,1,440,1020,908,2,9,1910,OldTown,TA,Fa,Fa,Unf,Stone,Gd,Detchd,None,Unf
247,140000,6,1375,2,451,1367,1375,1,5,1954,NAmes,TA,TA,TA,Unf,CBlock,Ex,Attchd,None,Unf
248,180000,7,1668,2,500,840,840,2,8,2003,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,Unf
249,277000,6,2144,2,389,1444,1444,2,7,1958,ClearCr,Gd,Gd,Gd,Fin,CBlock,Gd,Attchd,BrkCmn,Rec
250,76500,3,1306,0,0,728,1306,1,6,1940,BrkSide,TA,Fa,TA,,CBlock,Ex,,None,Unf
251,235000,8,1625,2,538,1573,1625,2,5,2006,Crawfor,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,Stone,GLQ
252,173000,6,1640,2,520,798,798,2,6,2004,SawyerW,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
253,158000,6,1302,1,309,1302,1302,2,7,1964,NAmes,TA,Gd,Gd,RFn,CBlock,Ex,Attchd,BrkFace,LwQ
254,145000,5,1314,1,294,1314,1314,1,5,1957,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,None,Rec
255,230000,7,2291,2,429,975,1005,2,8,1999,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,BuiltIn,BrkFace,Unf
256,207500,6,1728,2,673,864,864,2,7,2003,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Rec
257,220000,7,1604,2,660,1604,1604,2,8,2006,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,GLQ
259,97000,5,882,1,308,0,882,1,4,1956,OldTown,TA,TA,,Unf,PConc,Gd,Detchd,None,
260,176000,6,1382,2,884,1362,1382,1,6,1962,NAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,BrkFace,Rec
261,276000,8,2574,3,868,1482,1482,2,10,2007,CollgCr,Gd,Ex,Ex,Fin,PConc,Ex,BuiltIn,Stone,Unf
262,151000,6,1212,2,492,506,1212,1,6,1977,Sawyer,TA,TA,Gd,Unf,CBlock,TA,Attchd,BrkFace,ALQ
263,130000,5,1316,2,484,926,926,1,6,1929,OldTown,TA,TA,TA,Unf,BrkTil,TA,Detchd,None,LwQ
264,73000,5,764,2,504,680,764,1,4,1925,OldTown,TA,TA,Fa,Unf,BrkTil,Gd,Detchd,None,Unf
265,175500,6,1422,2,576,1422,1422,2,7,1981,NWAmes,TA,Gd,Gd,Fin,CBlock,TA,Attchd,BrkFace,GLQ
266,185000,6,1511,2,413,802,802,2,8,1997,Gilbert,TA,TA,Gd,Fin,PConc,Gd,Attchd,None,GLQ
268,120500,5,778,1,924,740,778,1,4,1940,IDOTRR,TA,TA,TA,Fin,CBlock,Ex,Detchd,None,ALQ
269,148000,6,1113,1,504,1143,1113,1,6,1976,Edwards,TA,TA,TA,RFn,CBlock,TA,Attchd,BrkFace,BLQ
270,266000,8,1939,3,1053,1095,1095,2,8,2006,Somerst,Gd,Gd,Gd,RFn,PConc,Gd,Attchd,None,Unf
271,241500,7,1363,2,439,1385,1363,1,5,1954,ClearCr,TA,TA,Gd,Unf,CBlock,Ex,Attchd,None,LwQ
272,290000,8,2270,3,671,1152,1164,2,9,1999,NoRidge,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
273,139000,6,1632,1,338,1240,1632,2,6,1958,NAmes,TA,TA,TA,RFn,CBlock,Gd,Attchd,BrkCmn,Rec
274,124500,5,816,1,264,816,816,1,5,1982,Mitchel,TA,TA,TA,Unf,CBlock,TA,Attchd,None,ALQ
275,205000,7,1548,2,672,952,952,2,5,1925,BrkSide,Gd,Ex,TA,Unf,BrkTil,Gd,Detchd,None,Unf
276,201000,7,1560,2,573,1560,1560,2,7,2003,Mitchel,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,None,Unf
277,141000,4,864,2,400,864,864,1,4,1951,Gilbert,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,LwQ
278,415298,9,2121,3,732,2121,2121,2,8,2006,NridgHt,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,BrkFace,Unf
279,192000,7,2022,2,505,1160,1156,2,8,1977,ClearCr,TA,TA,Gd,Fin,CBlock,Ex,Attchd,BrkFace,BLQ
280,228500,7,1982,2,575,807,1175,2,7,1989,SawyerW,Gd,Gd,Gd,Fin,CBlock,Gd,Attchd,BrkFace,GLQ
281,185000,6,1262,2,572,1262,1262,2,5,2006,Somerst,Gd,Gd,Gd,Fin,PConc,Gd,Attchd,Stone,GLQ
282,207500,7,1314,2,626,1314,1314,2,6,2007,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,GLQ
283,244600,8,1468,3,898,1468,1468,2,6,2008,Somerst,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,Stone,Unf
284,179200,6,1575,2,529,1575,1575,2,5,1992,SawyerW,Gd,Gd,Gd,RFn,PConc,Gd,Attchd,None,GLQ
285,164700,7,1250,2,528,625,625,2,5,2006,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Detchd,None,Unf
286,159000,6,1734,2,440,912,1085,1,7,1962,NAmes,TA,Gd,TA,RFn,CBlock,TA,Attchd,None,Rec
287,88000,4,858,0,0,858,858,1,5,1971,NAmes,TA,TA,TA,,CBlock,TA,,None,BLQ
289,153575,6,1396,1,384,698,698,1,7,1915,BrkSide,TA,TA,TA,Unf,BrkTil,Ex,Detchd,None,Unf
290,233230,8,1919,2,685,1079,1079,2,8,2006,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
291,135900,5,1716,0,0,780,936,2,9,1912,SWISU,TA,Fa,TA,,PConc,Ex,,None,Rec
292,131000,5,1716,1,281,768,1148,1,8,1949,Edwards,TA,TA,TA,Unf,CBlock,Gd,Attchd,None,LwQ
293,235000,7,2263,2,539,795,1468,2,9,1977,NWAmes,TA,Gd,TA,Fin,CBlock,Fa,Attchd,BrkFace,ALQ
294,167000,6,1644,2,418,1416,1644,1,7,1953,NAmes,TA,TA,TA,Fin,CBlock,TA,Attchd,Stone,GLQ
295,142500,6,1003,2,588,1003,1003,1,6,1984,Mitchel,TA,TA,TA,Unf,CBlock,TA,Detchd,None,GLQ
296,152000,5,1558,1,282,910,910,1,6,1950,IDOTRR,TA,TA,TA,Unf,CBlock,TA,Attchd,None,BLQ
297,239000,7,1950,2,576,975,975,2,7,1997,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Detchd,BrkFace,BLQ
298,175000,6,1743,2,539,702,1041,1,7,1968,NWAmes,Gd,TA,TA,Unf,CBlock,Gd,Attchd,BrkFace,ALQ
299,158500,6,1152,1,300,1092,1152,1,6,1950,Crawfor,TA,Gd,TA,Unf,CBlock,Ex,Attchd,None,Unf
300,157000,5,1336,1,375,1165,1336,1,5,1953,Crawfor,TA,TA,TA,Unf,CBlock,TA,Attchd,BrkFace,BLQ
301,267000,8,2452,2,683,1028,1210,2,9,1998,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,BuiltIn,None,GLQ
302,205000,7,1541,3,843,1541,1541,2,6,2001,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,Unf
303,149900,5,894,2,552,894,894,1,5,1972,CollgCr,TA,TA,TA,Unf,PConc,TA,Attchd,None,ALQ
304,295000,7,3493,3,870,1470,1675,3,10,1880,OldTown,TA,Gd,TA,Unf,BrkTil,Ex,Attchd,None,Unf
305,305900,8,2000,3,888,2000,2000,2,8,2004,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,Stone,GLQ
306,225000,7,2243,3,746,700,1122,2,8,1990,SawyerW,Gd,Gd,Gd,RFn,CBlock,Gd,Attchd,BrkFace,ALQ
307,89500,6,1406,0,0,319,1035,1,6,1920,IDOTRR,TA,Fa,TA,,CBlock,TA,,None,Unf
308,82500,4,861,2,539,861,861,1,4,1940,Edwards,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,BLQ
309,360000,9,1944,3,708,1896,1944,2,8,2003,NridgHt,Gd,Ex,Ex,Fin,PConc,Ex,Attchd,None,GLQ
310,165600,6,1501,2,420,697,697,2,6,1993,Gilbert,TA,Gd,Gd,Fin,PConc,Gd,Attchd,BrkFace,ALQ
311,132000,6,972,1,240,972,972,1,5,1948,NAmes,TA,TA,TA,Unf,CBlock,Ex,Detchd,None,ALQ
312,119900,5,1118,2,410,793,793,1,5,1939,OldTown,TA,TA,Gd,Unf,CBlock,TA,Detchd,None,Rec
313,375000,7,2036,2,513,2136,2036,2,8,1965,Timber,TA,TA,Gd,RFn,CBlock,TA,Attchd,None,ALQ
314,178000,7,1641,2,546,728,832,1,6,1925,OldTown,TA,Ex,TA,Unf,BrkTil,Ex,Detchd,None,LwQ
315,188500,7,1432,2,432,716,716,2,6,2004,Gilbert,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
316,260000,7,2353,2,484,845,1153,2,10,1980,NWAmes,Gd,Ex,Gd,RFn,CBlock,TA,Attchd,BrkFace,GLQ
317,270000,8,1959,3,1025,1088,1088,2,8,2006,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
318,260000,7,2646,3,656,1347,1372,2,9,1993,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
319,187500,7,1472,2,588,1372,1472,2,6,1980,NWAmes,TA,TA,Gd,Unf,CBlock,TA,Attchd,BrkFace,GLQ
320,342643,9,2596,3,840,1249,1249,3,9,2006,NridgHt,TA,Gd,Ex,RFn,PConc,Ex,Attchd,Stone,Unf
321,354000,8,2468,3,872,1136,1136,2,10,2004,NridgHt,Gd,Gd,Ex,Fin,PConc,Ex,BuiltIn,BrkFace,GLQ
322,301000,7,2730,2,576,1502,1553,2,8,1986,SawyerW,Gd,Gd,TA,Fin,CBlock,Ex,Attchd,BrkFace,LwQ
323,126175,3,1163,1,220,1162,1163,1,6,1955,OldTown,TA,TA,TA,Unf,CBlock,Ex,Attchd,None,ALQ
324,242000,7,2978,2,564,710,1898,2,11,1967,NAmes,Gd,Gd,Gd,Fin,CBlock,Ex,BuiltIn,BrkFace,Unf
325,87000,5,803,2,360,720,803,1,5,1941,IDOTRR,TA,TA,TA,Unf,CBlock,Po,Detchd,None,BLQ
326,324000,8,1719,2,473,1719,1719,1,6,1993,Veenker,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
327,145250,6,1383,1,292,1383,1383,1,7,1960,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,BrkFace,Rec
328,214500,6,2134,2,441,844,1445,2,10,1916,BrkSide,TA,Gd,TA,Unf,BrkTil,Gd,Detchd,None,Unf
329,78000,5,1192,1,189,596,596,1,6,1920,IDOTRR,TA,TA,TA,Unf,PConc,TA,Detchd,None,Unf
330,119000,5,1728,1,352,1728,1728,2,10,1964,NAmes,TA,TA,TA,Unf,CBlock,TA,Detchd,BrkFace,GLQ
331,139000,5,1056,1,308,1056,1056,1,6,1958,NAmes,TA,TA,TA,RFn,CBlock,Fa,Attchd,None,Rec
332,284000,8,1629,3,880,3206,1629,2,7,2003,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
333,207000,7,1358,2,484,1358,1358,2,6,2004,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,Stone,GLQ
334,192000,6,1638,2,472,943,943,2,7,1998,Gilbert,TA,TA,Gd,Fin,PConc,Gd,Attchd,None,GLQ
335,228950,5,1786,2,529,1499,1619,2,7,1965,Timber,TA,TA,TA,Fin,CBlock,Ex,Attchd,None,ALQ
336,377426,9,1922,3,676,1922,1922,2,8,2005,StoneBr,Gd,Gd,Ex,Fin,PConc,Ex,Attchd,Stone,GLQ
337,214000,7,1536,2,532,1536,1536,2,7,2002,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
338,202500,7,1621,2,440,1208,1621,2,8,1984,NWAmes,Gd,Gd,Gd,RFn,CBlock,Ex,Attchd,None,ALQ
339,155000,6,1215,1,297,1215,1215,1,6,1958,NAmes,TA,TA,TA,Unf,CBlock,TA,Attchd,BrkFace,Rec
340,202900,8,1908,2,431,967,993,2,9,2002,Timber,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,Unf
341,82000,4,841,1,294,721,841,1,4,1950,SawyerW,Fa,TA,TA,Unf,CBlock,Gd,CarPort,None,Unf
342,87500,3,1040,2,400,0,1040,2,6,1949,NAmes,TA,TA,,Unf,Slab,Fa,Detchd,BrkFace,
343,266000,9,1684,2,564,1684,1684,2,6,2005,NridgHt,Ex,Ex,Ex,RFn,PConc,Ex,Attchd,BrkFace,GLQ
344,85000,5,1112,1,336,536,536,1,4,1976,MeadowV,TA,TA,Gd,Unf,CBlock,TA,Attchd,None,Rec
345,140200,6,1577,1,312,972,972,1,6,1939,BrkSide,TA,Fa,TA,Unf,BrkTil,Gd,Detchd,None,Unf
346,151500,6,958,1,301,958,958,1,5,1960,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,None,BLQ
347,157500,6,1478,2,498,1478,1478,2,6,1960,NAmes,TA,TA,TA,Unf,CBlock,Ex,Attchd,BrkFace,BLQ
348,154000,7,1626,2,474,764,764,2,6,2003,NridgHt,Gd,Gd,Gd,RFn,PConc,Ex,BuiltIn,Stone,GLQ
349,437154,9,2728,3,706,1848,1848,2,10,2005,NridgHt,Ex,Ex,Ex,Fin,PConc,Ex,Attchd,BrkFace,GLQ
350,318061,9,1869,2,617,1869,1869,2,6,2007,NridgHt,Ex,Ex,Ex,RFn,PConc,Ex,Attchd,BrkFace,Unf
351,190000,7,1453,2,445,1453,1453,1,6,1986,ClearCr,TA,Gd,Gd,RFn,PConc,Gd,Attchd,None,GLQ
352,95000,5,1111,1,200,616,616,1,5,1941,Edwards,TA,TA,TA,Unf,CBlock,TA,Detchd,None,LwQ
353,105900,6,720,2,484,624,720,1,5,1928,OldTown,TA,TA,TA,Unf,BrkTil,Gd,Detchd,None,Unf
354,140000,6,1595,1,240,940,1192,1,6,1940,SWISU,TA,TA,TA,Unf,CBlock,Ex,Attchd,None,LwQ
355,177500,6,1200,2,521,1200,1200,2,6,1995,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,ALQ
356,173000,6,1167,2,400,1158,1167,2,6,1992,Gilbert,TA,Gd,Gd,RFn,PConc,Gd,Attchd,BrkFace,GLQ
357,134000,5,1142,2,528,1142,1142,1,6,1976,MeadowV,TA,TA,Gd,Fin,PConc,TA,Attchd,None,ALQ
358,130000,5,1352,1,288,1062,1352,1,6,1958,ClearCr,TA,Gd,TA,Unf,CBlock,Ex,BuiltIn,BrkFace,BLQ
359,280000,8,1924,2,592,1086,1086,2,7,1998,NoRidge,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,GLQ
360,156000,6,912,2,470,888,912,1,5,1978,Mitchel,TA,TA,Gd,RFn,CBlock,Ex,Attchd,None,GLQ
361,145000,5,1505,1,240,883,988,1,8,1940,BrkSide,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,Rec
362,198500,7,1922,2,672,0,495,3,7,2003,Edwards,Gd,Gd,,RFn,Slab,Ex,BuiltIn,BrkFace,
363,118000,6,987,1,264,483,483,1,5,1972,BrDale,TA,Gd,TA,Unf,CBlock,Gd,Detchd,BrkFace,ALQ
364,190000,6,1574,2,566,796,790,2,6,1976,NWAmes,TA,TA,Gd,Fin,PConc,TA,Attchd,BrkFace,GLQ
365,147000,5,1344,1,468,672,672,1,6,1920,IDOTRR,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,Rec
366,159000,6,1394,2,514,1394,1394,1,6,1963,NAmes,TA,TA,Gd,RFn,CBlock,Gd,Attchd,BrkFace,BLQ
367,165000,6,1431,1,296,1099,1431,1,6,1962,NAmes,TA,TA,Gd,RFn,CBlock,Gd,Basment,BrkFace,GLQ
368,132000,5,1268,1,244,1268,1268,1,7,1954,NAmes,TA,TA,TA,Fin,PConc,Gd,Attchd,BrkFace,LwQ
369,162000,5,1287,2,576,1063,1287,1,7,1959,NAmes,TA,Gd,TA,Fin,CBlock,Ex,Detchd,None,ALQ
370,172400,6,1664,2,460,953,953,2,7,2000,Gilbert,TA,TA,Gd,RFn,PConc,Ex,Attchd,None,Unf
371,134432,4,1588,2,680,0,1120,2,7,1959,ClearCr,TA,TA,,Fin,CBlock,TA,Detchd,None,
372,125000,6,752,1,264,744,752,1,4,1984,SawyerW,TA,TA,Gd,Unf,CBlock,TA,Attchd,None,ALQ
373,123000,5,1319,1,270,608,1319,1,5,1953,NAmes,TA,TA,TA,Unf,PConc,TA,Attchd,None,BLQ
374,219500,7,1928,2,434,847,847,2,8,2003,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,BuiltIn,None,Unf
375,61000,1,904,0,0,683,904,0,4,1922,Edwards,Fa,Fa,Fa,,BrkTil,Gd,,None,BLQ
376,148000,5,914,2,576,870,914,1,5,1996,CollgCr,Gd,TA,Gd,Unf,PConc,Ex,Detchd,None,GLQ
377,340000,8,2466,2,610,1580,1580,3,8,2004,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
378,394432,9,1856,3,834,1856,1856,1,8,2010,StoneBr,Gd,Ex,Ex,Fin,PConc,Ex,Attchd,Stone,GLQ
379,179000,6,1800,2,463,982,1007,2,7,2000,Gilbert,TA,TA,Gd,Fin,PConc,Ex,Attchd,BrkFace,Unf
380,127000,5,1691,1,308,1026,1026,2,6,1924,SWISU,TA,Gd,TA,Unf,BrkTil,TA,Detchd,None,LwQ
381,187750,7,1301,2,572,1293,1301,2,5,2006,Somerst,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
382,213500,7,1797,2,639,939,939,2,8,2006,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,None,Unf
383,76000,6,784,2,360,784,784,1,5,1928,SawyerW,TA,TA,Fa,Unf,BrkTil,TA,Detchd,None,Unf
384,240000,6,1953,2,501,1580,1079,2,9,1992,ClearCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
385,192000,8,1269,2,430,1256,1269,2,6,2004,Blmngtn,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,BrkFace,GLQ
386,81000,5,1184,0,0,658,658,1,8,1910,Edwards,TA,TA,TA,,PConc,TA,,None,Unf
387,125000,6,1125,1,352,1041,1125,1,6,1976,Edwards,TA,TA,TA,Unf,CBlock,Ex,Detchd,BrkFace,ALQ
388,191000,7,1479,2,577,1468,1479,2,6,1999,CollgCr,Gd,Gd,Gd,RFn,PConc,Ex,Attchd,BrkFace,Unf
389,426000,10,2332,3,846,1682,1742,2,9,2007,NridgHt,Ex,Ex,Ex,Fin,PConc,Ex,BuiltIn,Stone,GLQ
390,119000,5,1367,1,384,861,961,1,7,1900,Edwards,TA,TA,TA,Unf,BrkTil,Ex,Detchd,None,Rec
391,215000,6,1961,2,560,804,804,2,7,2001,Mitchel,TA,Gd,Ex,Fin,PConc,Ex,BuiltIn,None,ALQ
392,106500,5,882,1,294,0,882,1,5,1959,NAmes,TA,TA,,RFn,Slab,TA,Attchd,None,
393,100000,4,788,0,0,788,788,1,4,1941,BrkSide,TA,TA,TA,,CBlock,TA,,None,Rec
394,109000,5,1034,1,240,735,735,1,5,1940,OldTown,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,Unf
395,129000,5,1144,1,596,1144,1144,1,6,1956,Edwards,TA,TA,TA,Unf,CBlock,TA,Attchd,None,BLQ
396,123000,5,894,2,600,894,894,1,6,1972,CollgCr,TA,TA,TA,RFn,CBlock,TA,Detchd,None,Rec
397,169500,5,1812,1,264,864,876,2,8,1962,NAmes,TA,TA,TA,RFn,CBlock,TA,Attchd,BrkFace,ALQ
398,67000,5,1077,1,338,961,1077,1,6,1920,IDOTRR,TA,TA,Fa,Unf,BrkTil,Gd,Detchd,None,Unf
399,241000,7,1550,2,438,1092,1112,2,7,2006,Somerst,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,Stone,GLQ
400,245500,8,1288,2,500,1260,1288,1,4,1996,Veenker,Gd,Ex,Gd,Fin,PConc,Ex,Attchd,None,GLQ
401,164990,7,1310,2,400,1310,1310,2,6,2005,CollgCr,Gd,Gd,Gd,Fin,PConc,Ex,Attchd,None,GLQ
402,108000,5,672,1,240,672,672,1,4,1940,Sawyer,TA,TA,TA,Unf,PConc,Ex,Detchd,None,Unf
403,258000,8,2263,2,420,1141,1165,2,10,1998,NoRidge,Gd,Gd,Gd,Fin,PConc,Gd,BuiltIn,BrkFace,Unf
404,168000,6,1572,2,373,806,806,2,7,1995,Gilbert,TA,TA,Gd,Fin,PConc,Gd,BuiltIn,None,Unf
405,150000,4,1620,2,490,1281,1620,2,8,1976,Sawyer,TA,TA,TA,Unf,CBlock,Ex,Attchd,None,BLQ
406,115000,6,1639,1,240,1064,1166,1,6,1936,SWISU,TA,TA,TA,Unf,BrkTil,Ex,Detchd,None,Unf
407,177000,6,1680,1,308,840,840,2,8,1915,Crawfor,TA,TA,Gd,Unf,BrkTil,Ex,Attchd,None,Unf
408,280000,7,2172,3,947,1063,1071,2,9,2006,NridgHt,Gd,Gd,Ex,RFn,PConc,Ex,Attchd,BrkFace,Unf
409,339750,8,2078,3,836,1034,1050,2,8,2007,Somerst,Gd,Ex,Ex,Fin,PConc,Ex,Attchd,Stone,GLQ
410,60000,5,1276,1,350,1276,1276,1,5,1958,Edwards,TA,TA,TA,Unf,CBlock,TA,Attchd,None,Unf
411,145000,5,1056,2,572,1056,1056,1,5,1955,Gilbert,TA,TA,TA,Fin,CBlock,TA,Attchd,None,Rec
412,222000,7,1478,2,484,1470,1478,2,7,2009,Somerst,Ex,Gd,Ex,Fin,PConc,Ex,Attchd,Stone,GLQ
413,115000,5,1028,2,360,1008,1028,1,5,1927,OldTown,TA,TA,TA,Unf,CBlock,Gd,Detchd,None,Unf
